URL,Sécurisé,Mots suspects,IP/Domaine,Redirection,Statut HTTP,Erreur
https://mail.google.com/mail/u/2/#inbox/FMfcgzQbfpDPgTctmpsjfBbPzwWQLHhL,OUI,Aucun,mail.google.com,OUI,200,
